computeID,SigmaID,Sigma#,DisAxis U,DisAxis V,DisAxis W,DisAngle,Rvec 1,Rvec 2,Rvec 3,BP N1,BP N2,BP N3,planeID,BPFZ A N1,BPFZ A N2,BPFZ A N3,BPFZ B N1,BPFZ B N2,BPFZ B N3,BPFZ Stereo X,BPFZ Stereo Y,A11,A12,A13,A21,A22,A23,A31,A32,A33,B11,B12,B13,B21,B22,B23,B31,B32,B33,numStructsMinimized,minEnergyStructID,minGBenergy,minEnergyStructFname
S45c_fcc_Nn7_17_43_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-7,17,43,S45c_fcc_n-7_17_43,11,-5,23,7,-17,-43,0.4315417,0.8577829,-8,-21,7,1022,-295,283,-7,17,43,0,-23,-5,554,55,-253,11,-5,23,1244,965,430,struct_S45c_fcc_Nn7_17_43_Al_M99_210715.965.out
S45c_fcc_N5_11_13_Al_M99_220118,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,11,13,S45c_fcc_n5_11_13,11,5,13,-5,-11,-13,0.8451543,0.5345225,-7,-11,12,275,-151,22,5,11,13,3,-17,4,241,-5,-202,11,5,13,8809,14830,331,struct_S45c_fcc_N5_11_13_Al_M99_220118.14830.out
S45c_fcc_N115_n17_29_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,115,-17,29,S45c_fcc_n115_-17_29,17,-115,-29,25,109,-43,-0.365508,0.184934,-2,-5,5,20,-211,-203,115,-17,29,2,-7,1,-92,-65,-271,109,25,-43,2725,2383,531,struct_S45c_fcc_N115_n17_29_Al_M99_201228.2383.out
S45c_fcc_Nn25_17_16_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-25,17,16,S45c_fcc_n-25_17_16,17,-25,16,5,11,-32,0,0.5351838,-2,-2,-1,5,-19,28,-25,17,16,-2,-2,-1,23,-25,4,-11,-5,32,3494,4402,443,struct_S45c_fcc_Nn25_17_16_Al_M99_201228.4402.out
S45c_fcc_Nn95_19_17_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-95,19,17,S45c_fcc_n-95_19_17,19,-95,17,35,65,-65,-0.2897943,0.427658,-1,-5,0,85,-17,494,-95,19,17,-1,-13,-8,25,-13,18,-13,-7,13,1134,254,516,struct_S45c_fcc_Nn95_19_17_Al_M99_210715.254.out
S45c_fcc_N5_n16_22_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,-16,22,S45c_fcc_n5_-16_22,19,-20,2,-5,16,-22,0,0.276984,-2,-2,-1,20,-13,-14,5,-16,22,-2,-2,-1,8,5,-26,19,-20,2,4625,1717,500,struct_S45c_fcc_N5_n16_22_Al_M99_210715.1717.out
S45c_fcc_Nn5_7_41_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-5,7,41,S45c_fcc_n-5_7_41,21,-15,33,5,-7,-41,0.2919449,0.7385687,1,-11,2,155,17,16,-5,7,41,1,-3,-2,43,25,-16,7,-5,11,4328,5229,418,struct_S45c_fcc_Nn5_7_41_Al_M99_210715.5229.out
S45c_fcc_Nn10_n13_46_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-10,-13,46,S45c_fcc_n-10_-13_46,22,-35,26,10,13,-46,0,0.5884033,-2,-2,-1,35,-34,-2,-10,-13,46,-2,-2,-1,29,-10,-38,22,-35,26,3039,621,445,struct_S45c_fcc_Nn10_n13_46_Al_M99_201228.621.out
S45c_fcc_N20_17_16_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,20,17,16,S45c_fcc_n20_17_16,24,15,12,-20,-17,-16,0.845445,0.133677,1,-4,3,115,-44,-97,20,17,16,3,-4,-1,11,20,-47,8,5,4,3660,2381,428,struct_S45c_fcc_N20_17_16_Al_M99_201228.2381.out
S45c_fcc_Nn35_n113_71_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-35,-113,71,S45c_fcc_n-35_-113_71,27,-135,-9,35,113,-71,-0.3221155,0.2852132,6,-5,-5,920,251,853,-35,-113,71,2,1,-9,136,25,33,3,-15,-1,2354,1606,526,struct_S45c_fcc_Nn35_n113_71_Al_M99_201228.1606.out
S45c_fcc_N5_n1_37_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,-1,37,S45c_fcc_n5_-1_37,27,-15,21,-5,1,-37,0.2663193,0.5053054,-1,-5,0,185,-37,-26,5,-1,37,-1,-13,-8,131,65,-122,9,-5,7,2622,1584,451,struct_S45c_fcc_N5_n1_37_Al_M99_201228.1584.out
S45c_fcc_Nn175_29_67_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-175,29,67,S45c_fcc_n-175_29_67,29,-175,67,85,97,-139,-0.272728,0.551962,-5,-14,-7,49,-104,173,-175,29,67,-7,-10,-11,155,-136,25,-97,-85,139,7103,326,483,struct_S45c_fcc_Nn175_29_67_Al_M99_201228.326.out
S45c_fcc_N40_n29_23_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,40,-29,23,S45c_fcc_n40_-29_23,29,-40,-23,-15,48,-21,-0.1406136,0.0444659,-10,-13,1,1,-1,-3,40,-29,23,-2,-5,-1,-1,1,-3,16,-5,-7,2688,831,511,struct_S45c_fcc_N40_n29_23_Al_M99_201228.831.out
S45c_fcc_Nn40_29_22_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-40,29,22,S45c_fcc_n-40_29_22,29,-40,22,5,20,-50,0,0.489084,-2,-2,-1,5,-28,46,-40,29,22,-2,-2,-1,7,-8,2,-4,-1,10,2674,485,467,struct_S45c_fcc_Nn40_29_22_Al_M99_201228.485.out
S45c_fcc_Nn40_29_67_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-40,29,67,S45c_fcc_n-40_29_67,29,-40,67,25,-8,-79,0.153883,0.827253,-1,-6,2,460,13,269,-40,29,67,1,-6,-2,524,95,-23,8,-25,79,1818,821,442,struct_S45c_fcc_Nn40_29_67_Al_M99_201228.821.out
S45c_fcc_Nn50_34_77_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-50,34,77,S45c_fcc_n-50_34_77,34,-50,77,30,-6,-93,0.12834,0.811696,-1,-6,2,530,23,334,-50,34,77,1,-6,-2,206,35,-2,2,-10,31,1619,616,445,struct_S45c_fcc_Nn50_34_77_Al_M99_201228.616.out
S45c_fcc_N5_n7_49_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,-7,49,S45c_fcc_n5_-7_49,35,-25,25,-5,7,-49,0.1917916,0.4851988,-7,-19,-2,105,-37,-16,5,-7,49,-5,-17,-10,15,5,-16,7,-5,5,5427,302,453,struct_S45c_fcc_N5_n7_49_Al_M99_201228.302.out
S45c_fcc_Nn65_37_101_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-65,37,101,S45c_fcc_n-65_37_101,37,-65,101,45,-9,-117,0.1036973,0.8525909,-3,-8,1,845,-238,631,-65,37,101,-1,-8,-3,119,-10,-13,1,-5,13,2409,1102,439,struct_S45c_fcc_Nn65_37_101_Al_M99_201228.1102.out
S45c_fcc_Nn55_n157_109_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-55,-157,109,S45c_fcc_n-55_-157_109,39,-195,-3,55,157,-109,-0.316551,0.314607,5,-8,-9,457,10,245,-55,-157,109,-1,0,-13,169,34,-13,13,-65,-1,6692,4486,524,struct_S45c_fcc_Nn55_n157_109_Al_M99_201228.4486.out
S45c_fcc_N5_n97_49_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,-97,49,S45c_fcc_n5_-97_49,43,-95,-31,-5,97,-49,-0.2209596,0.1397471,1,-5,-10,135,11,8,5,-97,49,-5,1,-10,109,65,-48,43,-95,-31,3004,1133,530,struct_S45c_fcc_N5_n97_49_Al_M99_201228.1133.out
S45c_fcc_Nn5_43_59_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-5,43,59,S45c_fcc_n-5_43_59,43,-5,59,-5,-29,-67,0.5443678,0.6885769,1,-4,3,365,74,-23,-5,43,59,3,-4,-1,263,230,-131,29,5,67,3782,133,400,struct_S45c_fcc_Nn5_43_59_Al_M99_201228.133.out
S45c_fcc_Nn5_n11_77_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-5,-11,77,S45c_fcc_n-5_-11_77,45,-45,45,5,11,-77,0.1294335,0.5730266,0,-7,-1,110,-1,7,-5,-11,77,0,-1,-1,2,1,-1,1,-1,1,1928,1397,439,struct_S45c_fcc_Nn5_n11_77_Al_M99_210715.1397.out
S45c_fcc_N35_n4_28_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,35,-4,28,S45c_fcc_n35_-4_28,45,0,0,-35,4,-28,0.3836125,0.0606545,0,-7,-1,40,7,-49,35,-4,28,0,-1,-1,0,1,-1,1,0,0,2181,2230,494,struct_S45c_fcc_N35_n4_28_Al_M99_201228.2230.out
S45c_fcc_N5_47_31_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,5,47,31,S45c_fcc_n5_47_31,47,5,31,-25,-19,-47,0.596042,0.37697,-3,-1,2,125,-103,136,5,47,31,-1,-3,2,191,-85,-32,19,25,47,9401,556,401,struct_S45c_fcc_N5_47_31_Al_M99_201228.556.out
S45c_fcc_N20_17_61_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,20,17,61,S45c_fcc_n20_17_61,52,-5,41,-20,-17,-61,0.499307,0.473684,-1,-6,2,400,-101,-103,20,17,61,1,-6,-2,256,145,-307,52,-5,41,4343,3271,423,struct_S45c_fcc_N20_17_61_Al_M99_201228.3271.out
S45c_fcc_N205_n53_11_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,205,-53,11,S45c_fcc_n205_-53_11,53,-205,-11,45,171,-117,-0.288608,0.2868356,-1,-2,9,-455,-1856,-463,205,-53,11,5,-6,5,-53,-160,-139,19,5,-13,1677,53,540,struct_S45c_fcc_N205_n53_11_Al_M99_210715.53.out
S45c_fcc_N2_n1_16_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,2,-1,16,S45c_fcc_n2_-1_16,58,-35,44,-2,1,-16,0.242978,0.499436,-3,-22,-1,353,-46,-47,2,-1,16,-1,-18,-13,1247,710,-1079,58,-35,44,5875,72,456,struct_S45c_fcc_N2_n1_16_Al_M99_201228.72.out
S45c_fcc_N35_59_37_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,35,59,37,S45c_fcc_n35_59_37,59,35,37,-45,-45,-45,0.8578378,0.2170177,-7,-4,13,305,-238,91,35,59,37,1,-4,3,7,-2,-5,1,1,1,2698,1565,414,struct_S45c_fcc_N35_59_37_Al_M99_201228.1565.out
S45c_fcc_N7_1_11_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,7,1,11,S45c_fcc_n7_1_11,61,-5,23,-7,-1,-11,0.4354945,0.2754309,-3,-1,2,13,-47,-4,7,1,11,-1,-3,2,59,-145,-188,61,-5,23,3911,1103,433,struct_S45c_fcc_N7_1_11_Al_M99_210715.1103.out
S45c_fcc_N35_n67_19_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,35,-67,19,S45c_fcc_n35_-67_19,67,-35,-19,-45,45,-45,0.097506,0.061668,8,9,17,-1310,-443,851,35,-67,19,16,3,13,-10,-29,19,1,-1,-1,8282,8367,479,struct_S45c_fcc_N35_n67_19_Al_M99_201228.8367.out
S45c_fcc_Nn20_73_74_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-20,73,74,S45c_fcc_n-20_73_74,73,-20,74,-15,-24,-102,0.4314759,0.5798898,-3,-14,13,1985,38,499,-20,73,74,7,-18,1,617,230,-179,8,5,34,1432,1124,434,struct_S45c_fcc_Nn20_73_74_Al_M99_210715.1124.out
S45c_fcc_Nn5_n119_113_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-5,-119,113,S45c_fcc_n-5_-119_113,77,-145,1,5,119,-113,-0.1515175,0.2874842,6,-5,-5,1160,653,739,-5,-119,113,2,1,-9,1304,695,367,77,-145,1,2061,1542,525,struct_S45c_fcc_Nn5_n119_113_Al_M99_210715.1542.out
S45c_fcc_Nn10_77_1_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-10,77,1,S45c_fcc_n-10_77_1,77,-10,1,-55,14,-53,0.323003,0.102143,1,0,10,770,101,-77,-10,77,1,7,-4,6,542,455,-329,-14,55,53,10429,3648,492,struct_S45c_fcc_Nn10_77_1_Al_M99_201228.3648.out
S45c_fcc_Nn175_83_49_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-175,83,49,S45c_fcc_n-175_83_49,83,-175,49,35,113,-161,-0.1352964,0.4278448,-5,-7,-6,-31,-259,328,-175,83,49,-7,-5,-6,203,-361,64,-113,-35,161,1680,62,504,struct_S45c_fcc_Nn175_83_49_Al_M99_210715.62.out
S45c_fcc_Nn35_n77_179_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-35,-77,179,S45c_fcc_n-35_-77_179,91,-155,83,35,77,-179,-0.048105,0.51721,-5,-14,-7,203,-76,7,-35,-77,179,-7,-10,-11,169,28,-133,91,-155,83,5022,4052,474,struct_S45c_fcc_Nn35_n77_179_Al_M99_201228.4052.out
S45c_fcc_N85_97_41_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,85,97,41,S45c_fcc_n85_97_41,97,85,41,-95,-83,-49,0.932193,0,9,-10,5,895,-56,-1723,85,97,41,11,-6,-7,-371,1120,-1543,83,95,49,2381,1006,483,struct_S45c_fcc_N85_97_41_Al_M99_201228.1006.out
S45c_fcc_Nn5_n137_149_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-5,-137,149,S45c_fcc_n-5_-137_149,101,-175,13,5,137,-149,-0.123712,0.312969,1,-12,-11,3295,94,197,-5,-137,149,-5,-4,-15,2677,1450,-1279,101,-175,13,9948,9365,524,struct_S45c_fcc_Nn5_n137_149_Al_M99_201228.9365.out
S45c_fcc_Nn295_107_151_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-295,107,151,S45c_fcc_n-295_107_151,107,-295,151,115,145,-295,-0.1445063,0.5666415,-8,-15,-5,1730,-2683,5281,-295,107,151,-8,-13,-9,974,-733,193,-29,-23,59,2112,1279,480,struct_S45c_fcc_Nn295_107_151_Al_M99_210715.1279.out
S45c_fcc_N25_n71_137_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,25,-71,137,S45c_fcc_n25_-71_137,111,-105,33,-25,71,-137,0.053639,0.339245,-1,-10,-5,575,-4,-107,25,-71,137,-1,-2,-3,127,100,-109,37,-35,11,8268,6758,506,struct_S45c_fcc_N25_n71_137_Al_M99_201228.6758.out
S45c_fcc_N95_n61_67_Al_M99_201228,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,95,-61,67,S45c_fcc_n95_-61_67,121,-35,-37,-95,61,-67,0.17674,0,-7,-12,-1,865,-374,-1567,95,-61,67,-5,-12,-5,-269,790,-1627,121,-35,-37,10064,1839,506,struct_S45c_fcc_N95_n61_67_Al_M99_201228.1839.out
S45c_fcc_N185_n187_49_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,185,-187,49,S45c_fcc_n185_-187_49,187,-185,-49,-85,191,-167,-0.0286414,0.1449154,-20,-19,3,74,-307,-1451,185,-187,49,-12,-25,-1,-818,439,-1159,191,-85,-167,1305,46,520,struct_S45c_fcc_N185_n187_49_Al_M99_210715.46.out
S45c_fcc_N65_143_259_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,65,143,259,S45c_fcc_n65_143_259,199,25,227,-65,-143,-259,0.6600985,0.5844761,-10,-19,13,452,-229,13,65,143,259,2,-25,1,380,17,-335,199,25,227,1163,719,406,struct_S45c_fcc_N65_143_259_Al_M99_210715.719.out
S45c_fcc_N125_n247_19_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,125,-247,19,S45c_fcc_n125_-247_19,247,-125,-19,-145,131,-197,0.1405483,0.1422249,19,10,5,-475,-88,1981,125,-247,19,17,14,1,871,-1160,1433,131,-145,-197,1297,255,501,struct_S45c_fcc_N125_n247_19_Al_M99_210715.255.out
S45c_fcc_N55_247_71_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,55,247,71,S45c_fcc_n55_247_71,247,55,71,-185,-65,-175,0.582675,0.1474064,5,-6,17,925,-116,-313,55,247,71,3,-2,1,107,92,-137,13,37,35,3910,935,476,struct_S45c_fcc_N55_247_71_Al_M99_210715.935.out
S45c_fcc_Nn175_317_301_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-175,317,301,S45c_fcc_n-175_317_301,317,-175,301,-35,-23,-469,0.2910058,0.5663023,-3,-14,13,8335,1372,3401,-175,317,301,7,-18,1,8477,3260,-659,23,35,469,1508,312,443,struct_S45c_fcc_Nn175_317_301_Al_M99_210715.312.out
S45c_fcc_Nn185_403_239_Al_M99_210715,45c,45,2,2,1,53.1301024,0.3333333,0.3333333,0.1666667,-185,403,239,S45c_fcc_n-185_403_239,403,-185,239,-125,31,-487,0.282014,0.4280671,-2,-11,17,3160,889,947,-185,403,239,10,-17,5,2968,1675,-241,-31,125,487,2094,384,473,struct_S45c_fcc_Nn185_403_239_Al_M99_210715.384.out
S47b_fcc_N179_n151_299_Al_M99_210715,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,179,-151,299,S47b_fcc_n179_-151_299,-179,151,299,259,-271,-61,-0.1136085,0.5577684,-11,-17,-2,1795,-977,-1568,179,-151,299,-13,-14,-7,917,340,-2383,259,-271,61,943,530,504,struct_S47b_fcc_N179_n151_299_Al_M99_210715.530.out
S47b_fcc_N135_n85_27_Al_M99_210715,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,135,-85,27,S47b_fcc_n135_-85_27,-123,67,81,135,-85,27,-0.3414472,0.7607,-1,0,5,-425,-702,-85,135,-85,27,1,-3,4,-511,-573,-302,123,-67,-81,2134,837,507,struct_S47b_fcc_N135_n85_27_Al_M99_210715.837.out
S47b_fcc_Nn177_7_115_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-177,7,115,S47b_fcc_n-177_7_115,-117,-83,155,177,-7,-115,-0.402075,0.150803,-4,-19,-5,2150,-1345,3391,-177,7,115,-8,-13,-13,3094,-2761,857,-117,-83,155,1667,1462,497,struct_S47b_fcc_Nn177_7_115_Al_M99_201228.1462.out
S47b_fcc_Nn145_n41_65_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-145,-41,65,S47b_fcc_n-145_-41_65,-113,-89,79,145,41,-65,-0.593331,0.077888,2,-15,-5,1180,-595,2257,-145,-41,65,-2,-9,-13,1868,-1627,839,-113,-89,79,4047,1559,499,struct_S47b_fcc_Nn145_n41_65_Al_M99_201228.1559.out
S47b_fcc_N99_63_1_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,99,63,1,S47b_fcc_n99_63_1,-99,-63,1,99,63,1,-0.999737,0.022914,-2,3,9,12,-19,9,99,63,1,2,-3,9,12,-19,-9,99,63,-1,19948,16735,542,struct_S47b_fcc_N99_63_1_Al_M99_201228.16735.out
S47b_fcc_N111_n143_41_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,111,-143,41,S47b_fcc_n111_-143_41,-99,125,95,111,-143,41,-0.060716,0.851682,9,11,14,-2453,-1185,2508,111,-143,41,15,2,13,-1435,-2712,2073,99,-125,-95,1866,1630,537,struct_S47b_fcc_N111_n143_41_Al_M99_201228.1630.out
S47b_fcc_N97_n169_57_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,97,-169,57,S47b_fcc_n97_-169_57,-89,157,93,97,-169,57,0.058609,0.906752,11,8,5,-1301,142,2635,97,-169,57,13,5,4,-163,-1565,2486,89,-157,-93,1681,167,549,struct_S47b_fcc_N97_n169_57_Al_M99_201228.167.out
S47b_fcc_Nn89_63_1_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-89,63,1,S47b_fcc_n-89_63_1,-73,39,71,89,-63,-1,-0.2645409,0.6366572,-5,-7,-4,-245,-361,938,-89,63,1,-7,-4,-5,89,-862,565,-73,39,71,2838,1347,506,struct_S47b_fcc_Nn89_63_1_Al_M99_201228.1347.out
S47b_fcc_Nn103_131_17_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-103,131,17,S47b_fcc_n-103_131_17,-71,83,127,103,-131,-17,-0.053191,0.60348,-2,-3,11,1492,1099,571,-103,131,17,2,-9,7,1724,751,473,-71,83,127,2064,331,511,struct_S47b_fcc_Nn103_131_17_Al_M99_201228.331.out
S47b_fcc_Nn76_n27_13_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-76,-27,13,S47b_fcc_n-76_-27_13,-68,-39,23,76,27,-13,-0.77373,0.133007,2,-9,-7,153,-253,369,-76,-27,13,-2,-3,-11,249,-397,63,-68,-39,23,1998,872,535,struct_S47b_fcc_Nn76_n27_13_Al_M99_201228.872.out
S47b_fcc_Nn123_67_107_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-123,67,107,S47b_fcc_n-123_67_107,-63,-23,163,123,-67,-107,-0.20261,0.234053,-11,-17,-2,1685,-1423,2828,-123,67,107,-13,-14,-7,2443,-2560,583,-63,-23,163,7789,5560,477,struct_S47b_fcc_Nn123_67_107_Al_M99_201228.5560.out
S47b_fcc_N60_n137_106_Al_M99_210715,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,60,-137,106,S47b_fcc_n60_-137_106,-60,137,106,78,-164,25,0.1148773,0.7760888,19,6,-3,-225,2194,2963,60,-137,106,17,9,-6,1209,43,3490,78,-164,-25,945,110,567,struct_S47b_fcc_N60_n137_106_Al_M99_210715.110.out
S47b_fcc_Nn115_149_71_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-115,149,71,S47b_fcc_n-115_149_71,-59,65,181,115,-149,-71,-0.038692,0.43899,-19,-18,7,2321,-544,4901,-115,149,71,-17,-21,2,3931,-2959,2344,-59,65,181,8755,7839,492,struct_S47b_fcc_Nn115_149_71_Al_M99_201228.7839.out
S47b_fcc_Nn63_n23_25_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-63,-23,25,S47b_fcc_n-63_-23_25,-51,-41,29,63,23,-25,-0.6474914,0.0534269,1,-6,-3,219,-164,401,-63,-23,25,-1,-3,-6,333,-335,112,-51,-41,29,3913,893,494,struct_S47b_fcc_Nn63_n23_25_Al_M99_201228.893.out
S47b_fcc_N57_n15_2_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,57,-15,2,S47b_fcc_n57_-15_2,-51,6,29,57,-15,2,-0.5319319,0.5669341,-1,-3,6,-42,-172,-93,57,-15,2,1,-6,3,-96,-91,-150,51,-6,-29,2714,2749,529,struct_S47b_fcc_N57_n15_2_Al_M99_201228.2749.out
S47b_fcc_Nn54_n13_8_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-54,-13,8,S47b_fcc_n-54_-13_8,-48,-22,19,54,13,-8,-0.7379361,0.2093088,1,-6,-3,87,-154,337,-54,-13,8,-1,-3,-6,189,-307,122,-48,-22,19,2865,1624,531,struct_S47b_fcc_Nn54_n13_8_Al_M99_201228.1624.out
S47b_fcc_Nn91_113_57_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-91,113,57,S47b_fcc_n-91_113_57,-47,47,141,91,-113,-57,-0.0496531,0.4301917,-13,-14,7,1589,-104,2743,-91,113,57,-11,-17,2,53,-31,28,-1,1,3,1633,1918,487,struct_S47b_fcc_Nn91_113_57_Al_M99_201228.1918.out
S47b_fcc_Nn49_3_9_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-49,3,9,S47b_fcc_n-49_3_9,-41,-9,27,49,-3,-9,-0.5643,0.349219,0,-3,1,30,49,147,-49,3,9,0,-3,-1,90,-41,123,-41,-9,27,5661,1665,522,struct_S47b_fcc_Nn49_3_9_Al_M99_201228.1665.out
S47b_fcc_N32_n1_44_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,32,-1,44,S47b_fcc_n32_-1_44,-32,1,44,46,-22,-19,-0.2950906,0.3804534,-7,-4,5,19,-52,-15,32,-1,44,-5,-7,4,5,-31,-48,46,-22,19,2862,1367,507,struct_S47b_fcc_N32_n1_44_Al_M99_201228.1367.out
S47b_fcc_N31_71_119_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,31,71,119,S47b_fcc_n31_71_119,-31,-71,119,83,-7,-115,-0.243166,0.020065,-7,-7,6,1259,-1019,280,31,71,119,-5,-10,3,1129,-824,-865,83,-7,115,13056,11917,475,struct_S47b_fcc_N31_71_119_Al_M99_201228.11917.out
S47b_fcc_N23_36_155_Al_M99_210715,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,23,36,155,S47b_fcc_n23_36_155,-23,-36,155,85,-57,-124,-0.1257207,0.1339934,-19,-18,7,1521,-1553,135,23,36,155,-17,-21,2,1245,-1139,-1377,85,-57,124,1134,1062,479,struct_S47b_fcc_N23_36_155_Al_M99_210715.1062.out
S47b_fcc_Nn79_95_97_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-79,95,97,S47b_fcc_n-79_95_97,-23,11,155,79,-95,-97,-0.0445173,0.2663132,-1,-9,8,1633,535,806,-79,95,97,1,-12,1,1871,178,265,-23,11,155,2246,1376,490,struct_S47b_fcc_Nn79_95_97_Al_M99_201228.1376.out
S47b_fcc_N21_n8_70_Al_M99_210715,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,21,-8,70,S47b_fcc_n21_-8_70,-21,8,70,45,-44,-38,-0.0989853,0.3267056,-6,-7,1,482,-441,-195,21,-8,70,-6,-7,-1,310,-183,-579,45,-44,38,2220,312,476,struct_S47b_fcc_N21_n8_70_Al_M99_210715.312.out
S47b_fcc_Nn29_20_13_Al_M99_201228,47b,47,3,2,0,43.6637379,0.3333333,0.2222222,0,-29,20,13,S47b_fcc_n-29_20_13,-19,5,32,29,-20,-13,-0.210969,0.413437,-1,-6,7,109,95,97,-29,20,13,1,-9,2,149,35,83,-19,5,32,7663,5372,476,struct_S47b_fcc_Nn29_20_13_Al_M99_201228.5372.out
